Number_of_Survivors,Migration_route,serial,Coordinates_Fixed,Website_Date_Fixed,lat,lon,random,Region_of_Incident
,,9541,"45.55266379','9.527325663",2021-11-07,9.527325663,45.55266379,0.410971425,Eastern Africa
,Belarus-EU border,9542,"23.86814777','52.85481245",2021-12-08,52.85481245,23.86814777,0.474141209,Europe
,Western Balkans,9543,"15.54012814','45.23274832",2021-12-01,45.23274832,15.54012814,0.448087613,Europe
,Eastern Mediterranean,9544,"31.99029783','36.55576376",2021-11-19,36.55576376,31.99029783,0.665810861,Mediterranean
95.0,,9545,"-93.03719285','16.74175537",2021-12-09,16.74175537,-93.03719285,0.476126425,Central America
3.0,Western Balkans,9546,"13.6772452','45.44366725",2021-12-09,45.44366725,13.6772452,0.200818887,Europe
,,9547,"6.728968406','13.23329457",2021-12-06,13.23329457,6.728968406,0.558685109,Western Africa
15.0,,9548,"100.500401','14.591986",2021-12-08,14.591986,100.500401,0.497370926,South-eastern Asia
21.0,Caribbean to US,9549,"-81.919517','23.280853",2021-12-10,23.280853,-81.919517,0.756956777,Caribbean
,US-Mexico border crossing,9550,"-100.5090504','28.72504964",2021-12-07,28.72504964,-100.5090504,0.928227497,Central America
,US-Mexico border crossing,9551,"-96.7257861','28.95958079",2021-09-22,28.95958079,-96.7257861,0.809867735,North America
4.0,Western Balkans,9552,"19.871051','46.236862",2021-12-13,46.236862,19.871051,0.414470371,Europe
78.0,Central Mediterranean,9553,"11.62858845','33.31768127",2021-12-15,33.31768127,11.62858845,0.891215667,Mediterranean
,,9554,"-61.44829549','12.44906426",2021-12-13,12.44906426,-61.44829549,0.878710051,Caribbean
,Western Mediterranean,9555,"-5.294182054','35.88900369",2021-12-13,35.88900369,-5.294182054,0.95100603,Mediterranean
9.0,US-Mexico border crossing,9556,"-100.392501','28.344805",2021-12-15,28.344805,-100.392501,0.020988346,Central America
,US-Mexico border crossing,9557,"-98.525629','26.715491",2021-12-03,26.715491,-98.525629,0.433269519,North America
,US-Mexico border crossing,9558,"-100.906933','29.316474",2021-12-17,29.316474,-100.906933,0.989219828,North America
10.0,Central Mediterranean,9559,"10.86596099','33.92652965",2021-12-16,33.92652965,10.86596099,0.501571147,Mediterranean
105.0,Western Africa / Atlantic route to the Canary Islands,9560,"-20.148333','21.501667",2021-12-18,21.501667,-20.148333,0.245675941,Northern Africa
47.0,Western Africa / Atlantic route to the Canary Islands,9561,"-15.318394','25.712149",2021-12-17,25.712149,-15.318394,0.461639712,Northern Africa
8.0,Central Mediterranean,9562,"12.55682','32.92694",2021-12-17,32.92694,12.55682,0.567248205,Mediterranean
210.0,Central Mediterranean,9563,"12.4675193','32.87826278",2021-12-18,32.87826278,12.4675193,0.877972725,Mediterranean
25.0,Central Mediterranean,9564,"12.5961634','35.28499617",2021-12-16,35.28499617,12.5961634,0.50027706,Mediterranean
,Türkiye-Europe land route,9565,"26.3288103','41.20768956",2021-12-20,41.20768956,26.3288103,0.953900018,Western Asia
,Türkiye-Europe land route,9566,"26.3288103','41.20768956",2021-12-20,41.20768956,26.3288103,0.437707777,Western Asia
,Türkiye-Europe land route,9567,"26.59774884','41.60184621",2021-12-20,41.60184621,26.59774884,0.90171194,Western Asia
,Western Mediterranean,9568,"-3.014215991','35.28445362",2021-12-06,35.28445362,-3.014215991,0.904894054,Mediterranean
,Western Mediterranean,9569,"-2.914645109','35.17991902",2021-12-14,35.17991902,-2.914645109,0.14573377,Mediterranean
7.0,,9570,"24.402181','40.96188",2021-12-19,40.96188,24.402181,0.844089164,Europe
,US-Mexico border crossing,9571,"-100.947238','29.345707",2021-12-09,29.345707,-100.947238,0.072033263,Central America
,US-Mexico border crossing,9572,"-106.590148','31.784103",2021-12-16,31.784103,-106.590148,0.989591434,North America
11.0,Darien Gap,9573,"-77.747508','6.650461",2021-12-19,6.650461,-77.747508,0.234275147,South America
13.0,Eastern Mediterranean,9574,"24.96125227','36.59486502",2021-12-21,36.59486502,24.96125227,0.292303741,Mediterranean
,"Sahara Desert crossing,Türkiye-Europe land route",9575,"26.29979817','40.81622419",2021-12-22,40.81622419,26.29979817,0.463200131,Western Asia
,English Channel to the UK,9576,"1.858168536','50.96776759",2021-12-10,50.96776759,1.858168536,0.727524056,Europe
,English Channel to the UK,9577,"1.969876921','50.9887958",2021-12-18,50.9887958,1.969876921,0.089133591,Europe
9.0,Afghanistan to Iran,9578,"59.68287884','29.45303828",2021-12-13,29.45303828,59.68287884,0.996148506,Southern Asia
5.0,Afghanistan to Iran,9579,"54.36801167','31.89119835",2021-12-13,31.89119835,54.36801167,0.017254954,Southern Asia
1.0,,9580,"91.1093487','22.64824868",2021-12-19,22.64824868,91.1093487,0.541193008,Southern Asia
13.0,,9581,"104.3150323','1.627482545",2021-12-15,1.627482545,104.3150323,0.143189415,South-eastern Asia
,Türkiye-Europe land route,9582,"26.46499074','41.6738919",2021-12-22,41.6738919,26.46499074,0.378386468,Western Asia
17.0,,9583,"22.28870139','31.39332143",2021-11-05,31.39332143,22.28870139,0.193009364,Northern Africa
,Western Africa / Atlantic route to the Canary Islands,9584,"-15.78800626','23.92794499",2021-12-09,23.92794499,-15.78800626,0.621274208,Northern Africa
8.0,Western Mediterranean,9585,"-0.315090086','36.08663895",2021-12-21,36.08663895,-0.315090086,0.222310889,Mediterranean
,,9586,"-1.843305943','34.51930268",2021-12-23,34.51930268,-1.843305943,0.532786671,Northern Africa
88.0,Eastern Mediterranean,9587,"23.09420429','36.27736933",2021-12-24,36.27736933,23.09420429,0.031972491,Mediterranean
63.0,Eastern Mediterranean,9588,"25.13723325','37.09629177",2021-12-25,37.09629177,25.13723325,0.593732217,Mediterranean
22.0,Central Mediterranean,9589,"12.54897854','33.01479981",2021-12-25,33.01479981,12.54897854,0.924900113,Mediterranean
4.0,Central Mediterranean,9590,"12.54897854','33.01479981",2021-12-25,33.01479981,12.54897854,0.587115663,Mediterranean
5.0,Western Mediterranean,9591,"12.54897854','33.01479981",2021-12-23,33.01479981,12.54897854,0.016592656,Mediterranean
,Western Africa / Atlantic route to the Canary Islands,9592,"12.54897854','33.01479981",2021-12-25,33.01479981,12.54897854,0.987131688,Northern Africa
1.0,Western Mediterranean,9593,"12.54897854','33.01479981",2021-05-20,33.01479981,12.54897854,0.913139669,Mediterranean
,Western Mediterranean,9594,"12.54897854','33.01479981",2021-08-27,33.01479981,12.54897854,0.932007087,Mediterranean
,Western Mediterranean,9595,"12.54897854','33.01479981",2021-11-30,33.01479981,12.54897854,0.356386259,Mediterranean
,Western Mediterranean,9596,"12.54897854','33.01479981",2021-12-12,33.01479981,12.54897854,0.881358577,Mediterranean
,Western Mediterranean,9597,"12.54897854','33.01479981",2021-12-14,33.01479981,12.54897854,0.415354828,Mediterranean
,Western Mediterranean,9598,"12.54897854','33.01479981",2021-10-29,33.01479981,12.54897854,0.725706048,Mediterranean
,Western Mediterranean,9599,"12.54897854','33.01479981",2021-12-06,33.01479981,12.54897854,0.774734172,Mediterranean
,Western Mediterranean,9600,"12.54897854','33.01479981",2021-12-09,33.01479981,12.54897854,0.477877888,Mediterranean
,Western Mediterranean,9601,"12.54897854','33.01479981",2021-12-28,33.01479981,12.54897854,0.701962156,Mediterranean
,Western Mediterranean,9602,"12.54897854','33.01479981",2021-12-30,33.01479981,12.54897854,0.407748912,Mediterranean
,Western Mediterranean,9603,"12.54897854','33.01479981",2021-12-30,33.01479981,12.54897854,0.605755814,Mediterranean
,Western Mediterranean,9604,"12.54897854','33.01479981",2021-12-31,33.01479981,12.54897854,0.64224538,Mediterranean
,Western Mediterranean,9605,"12.54897854','33.01479981",2021-12-31,33.01479981,12.54897854,0.268760257,Mediterranean
31.0,Western Africa / Atlantic route to the Canary Islands,9606,"12.54897854','33.01479981",2021-12-08,33.01479981,12.54897854,0.838818015,Northern Africa
35.0,,9607,"12.54897854','33.01479981",2021-12-25,33.01479981,12.54897854,0.702088541,South-eastern Asia
,Western Mediterranean,9608,"12.54897854','33.01479981",2021-12-21,33.01479981,12.54897854,0.761756702,Mediterranean
2.0,US-Mexico border crossing,9609,"-116.8548968','32.65243001",2021-12-25,32.65243001,-116.8548968,0.993424673,North America
,Belarus-EU border,9610,"23.89113831','53.1255268",2021-09-19,53.1255268,23.89113831,0.111758501,Europe
,Belarus-EU border,9611,"23.89113831','53.1255268",2021-09-19,53.1255268,23.89113831,0.81993844,Europe
,Türkiye-Europe land route,9612,"26.48012467','41.30275096",2021-09-08,41.30275096,26.48012467,0.462860519,Western Asia
,Türkiye-Europe land route,9613,"26.34719477','40.9894144",2021-11-20,40.9894144,26.34719477,0.682197329,Western Asia
3.0,Türkiye-Europe land route,9614,"26.34585211','40.94315389",2021-12-31,40.94315389,26.34585211,0.242228914,Western Asia
,Western Africa / Atlantic route to the Canary Islands,9615,"12.54897854','33.01479981",2021-06-03,33.01479981,12.54897854,0.566286481,Northern Africa
,Western Africa / Atlantic route to the Canary Islands,9616,"12.54897854','33.01479981",2021-06-26,33.01479981,12.54897854,0.29699051,Northern Africa
,Western Africa / Atlantic route to the Canary Islands,9617,"12.54897854','33.01479981",2021-12-01,33.01479981,12.54897854,0.709140231,Northern Africa
,Western Africa / Atlantic route to the Canary Islands,9618,"12.54897854','33.01479981",2021-05-30,33.01479981,12.54897854,0.411431964,Northern Africa
6.0,Western Mediterranean,9619,"12.54897854','33.01479981",2021-12-31,33.01479981,12.54897854,0.747733323,Mediterranean
,,9620,"-79.873646','-3.256664171",2021-12-26,-3.256664171,-79.873646,0.609182495,South America
,Venezuela to Caribbean,9621,"-61.737821','10.51105527",2021-12-23,10.51105527,-61.737821,0.754843862,Caribbean
,,9622,"-68.64026','-19.27489006",2021-12-22,-19.27489006,-68.64026,0.924582376,South America
,US-Mexico border crossing,9623,"-100.94349','25.57028983",2021-12-27,25.57028983,-100.94349,0.551588683,Central America
,US-Mexico border crossing,9624,"-100.539882','28.80621926",2021-12-28,28.80621926,-100.539882,0.153524661,Central America
,,9625,"12.54897854','33.01479981",2021-12-22,33.01479981,12.54897854,0.750067387,Eastern Africa
,,9626,"12.54897854','33.01479981",2021-12-28,33.01479981,12.54897854,0.317880314,Eastern Africa
27.0,Eastern Mediterranean,9627,"12.54897854','33.01479981",2021-12-02,33.01479981,12.54897854,0.926027348,Mediterranean
24.0,Eastern Mediterranean,9628,"12.54897854','33.01479981",2021-12-28,33.01479981,12.54897854,0.603220184,Mediterranean
,,9629,"12.54897854','33.01479981",2021-12-20,33.01479981,12.54897854,0.604994159,Northern Africa
,Eastern Mediterranean,9630,"12.54897854','33.01479981",2021-09-20,33.01479981,12.54897854,0.940727783,Mediterranean
,US-Mexico border crossing,9631,"-106.816155','32.34638968",2021-08-03,32.34638968,-106.816155,0.31190817,North America
,US-Mexico border crossing,9632,"-108.330251','32.05753115",2021-06-10,32.05753115,-108.330251,0.890887289,North America
,US-Mexico border crossing,9633,"-100.50903','28.6958926",2021-12-29,28.6958926,-100.50903,0.371963873,North America
,,9634,"-91.42500125','17.47226562",2021-01-09,17.47226562,-91.42500125,0.478524649,Central America
,,9635,"-95.10682307','16.57222643",2021-01-23,16.57222643,-95.10682307,0.442424939,Central America
,,9636,"-93.10309024','16.75154107",2021-02-06,16.75154107,-93.10309024,0.055167774,Central America
,,9637,"-92.26359259','14.90657249",2021-02-12,14.90657249,-92.26359259,0.265744524,Central America
,,9638,"-91.42477594','17.47146346",2021-02-22,17.47146346,-91.42477594,0.185055288,Central America
,US-Mexico border crossing,9639,"-100.5106763','28.6936675",2021-02-28,28.6936675,-100.5106763,0.312999902,Central America
,US-Mexico border crossing,9640,"-112.8445121','31.87598849",2021-03-03,31.87598849,-112.8445121,0.841074591,Central America
,US-Mexico border crossing,9641,"-100.5106763','28.6936675",2021-03-29,28.6936675,-100.5106763,0.167839413,Central America
,US-Mexico border crossing,9642,"-100.9182285','29.32063788",2021-03-30,29.32063788,-100.9182285,0.48681235,Central America
,,9643,"-92.26359259','14.90657249",2021-04-10,14.90657249,-92.26359259,0.06381122,Central America
,US-Mexico border crossing,9644,"-100.9286333','29.3239455",2021-04-12,29.3239455,-100.9286333,0.72851455,Central America
,US-Mexico border crossing,9645,"-100.5106763','28.6936675",2021-04-16,28.6936675,-100.5106763,0.972741187,Central America
,,9646,"-91.40864085','17.47654794",2021-04-22,17.47654794,-91.40864085,0.78648889,Central America
,US-Mexico border crossing,9647,"-97.49782897','25.8839311",2021-04-25,25.8839311,-97.49782897,0.463796235,Central America
,US-Mexico border crossing,9648,"-100.5106763','28.6936675",2021-04-26,28.6936675,-100.5106763,0.027621022,Central America
,US-Mexico border crossing,9649,"-100.5106763','28.6936675",2021-04-29,28.6936675,-100.5106763,0.5661588,Central America
,,9650,"-92.12384666','16.24365608",2021-05-12,16.24365608,-92.12384666,0.895321991,Central America
,US-Mexico border crossing,9651,"-97.49782897','25.8839311",2021-05-17,25.8839311,-97.49782897,0.363701048,Central America
,,9652,"-92.26359259','14.90657249",2021-05-28,14.90657249,-92.26359259,0.499371136,Central America
,,9653,"-91.42477594','17.47146346",2021-06-19,17.47146346,-91.42477594,0.698635985,Central America
,US-Mexico border crossing,9654,"-100.5106763','28.6936675",2021-06-26,28.6936675,-100.5106763,0.625449737,Central America
,,9655,"-95.10283759','16.54858089",2021-07-22,16.54858089,-95.10283759,0.911847012,Central America
,,9656,"-92.26359259','14.90657249",2021-08-08,14.90657249,-92.26359259,0.346949974,Central America
,US-Mexico border crossing,9657,"-116.6708237','32.56647962",2021-08-15,32.56647962,-116.6708237,0.056505589,Central America
,,9658,"-95.10283759','16.54858089",2021-08-16,16.54858089,-95.10283759,0.020119232,Central America
,US-Mexico border crossing,9659,"-100.5113841','28.69755865",2021-08-21,28.69755865,-100.5113841,0.783027764,Central America
,US-Mexico border crossing,9660,"-100.9572459','29.34612492",2021-09-22,29.34612492,-100.9572459,0.764416296,Central America
,US-Mexico border crossing,9661,"-116.8861104','32.55266838",2021-09-29,32.55266838,-116.8861104,0.998902846,Central America
,,9662,"-93.10309024','16.75154107",2021-10-08,16.75154107,-93.10309024,0.84162075,Central America
,,9663,"-93.10414336','16.77257029",2021-10-25,16.77257029,-93.10414336,0.113696449,Central America
,,9664,"-106.4874159','31.74643378",2021-11-09,31.74643378,-106.4874159,0.568742736,Central America
,US-Mexico border crossing,9665,"-100.5106763','28.6936675",2021-11-10,28.6936675,-100.5106763,0.460281042,Central America
,US-Mexico border crossing,9666,"-100.5106763','28.6936675",2021-11-20,28.6936675,-100.5106763,0.097770834,Central America
,English Channel to the UK,9667,"1.939685','50.943662",2021-12-20,50.943662,1.939685,0.26309016,Europe
,US-Mexico border crossing,9668,"-114.78742','32.55613766",2021-08-15,32.55613766,-114.78742,0.04206476,North America
,US-Mexico border crossing,9669,"-111.771129','31.68336334",2021-12-11,31.68336334,-111.771129,0.030935386,North America
,US-Mexico border crossing,9670,"-111.642319','32.457526",2021-12-14,32.457526,-111.642319,0.897731539,North America
,US-Mexico border crossing,9671,"-112.3544','31.7892",2021-12-16,31.7892,-112.3544,0.780783368,North America
,US-Mexico border crossing,9672,"-111.984646','31.914255",2021-12-24,31.914255,-111.984646,0.801743524,North America
,US-Mexico border crossing,9673,"-111.84184','31.944159",2021-12-28,31.944159,-111.84184,0.364236924,North America
,Afghanistan to Iran,9674,"51.38958967','35.68940913",2021-01-26,35.68940913,51.38958967,0.552255527,Southern Asia
,Afghanistan to Iran,9675,"51.38958967','35.68940913",2021-02-06,35.68940913,51.38958967,0.863252549,Southern Asia
,Afghanistan to Iran,9676,"51.38958967','35.68940913",2021-02-07,35.68940913,51.38958967,0.465946544,Southern Asia
,Afghanistan to Iran,9677,"51.38958967','35.68940913",2021-02-08,35.68940913,51.38958967,0.143532113,Southern Asia
,Afghanistan to Iran,9678,"51.38958967','35.68940913",2021-02-10,35.68940913,51.38958967,0.683339919,Southern Asia
,Afghanistan to Iran,9679,"51.38958967','35.68940913",2021-02-17,35.68940913,51.38958967,0.952434755,Southern Asia
,Afghanistan to Iran,9680,"51.38958967','35.68940913",2021-02-18,35.68940913,51.38958967,0.461083754,Southern Asia
,Afghanistan to Iran,9681,"51.38958967','35.68940913",2021-02-22,35.68940913,51.38958967,0.970696262,Southern Asia
,Afghanistan to Iran,9682,"51.38958967','35.68940913",2021-02-22,35.68940913,51.38958967,0.816071254,Southern Asia
,Afghanistan to Iran,9683,"51.38958967','35.68940913",2021-02-22,35.68940913,51.38958967,0.396332935,Southern Asia
,Afghanistan to Iran,9684,"51.38958967','35.68940913",2021-02-23,35.68940913,51.38958967,0.590676004,Southern Asia
,Afghanistan to Iran,9685,"51.38958967','35.68940913",2021-02-27,35.68940913,51.38958967,0.098591213,Southern Asia
,Afghanistan to Iran,9686,"52.50577501','32.25398987",2021-02-27,32.25398987,52.50577501,0.674378135,Southern Asia
,Afghanistan to Iran,9687,"51.38958967','35.68940913",2021-03-06,35.68940913,51.38958967,0.863471228,Southern Asia
,Afghanistan to Iran,9688,"51.38958967','35.68940913",2021-03-23,35.68940913,51.38958967,0.465773388,Southern Asia
,Afghanistan to Iran,9689,"51.38958967','35.68940913",2021-03-23,35.68940913,51.38958967,0.540900433,Southern Asia
,Afghanistan to Iran,9690,"51.38958967','35.68940913",2021-03-24,35.68940913,51.38958967,0.364146049,Southern Asia
,Afghanistan to Iran,9691,"52.49085107','29.56830836",2021-03-25,29.56830836,52.49085107,0.449400896,Southern Asia
,Afghanistan to Iran,9692,"51.38958967','35.68940913",2021-03-25,35.68940913,51.38958967,0.152016225,Southern Asia
,Afghanistan to Iran,9693,"44.95937698','37.56427965",2021-03-29,37.56427965,44.95937698,0.210162132,Southern Asia
,Afghanistan to Iran,9694,"51.38958967','35.68940913",2021-03-30,35.68940913,51.38958967,0.446454769,Southern Asia
,Afghanistan to Iran,9695,"57.41401628','29.85315945",2021-04-05,29.85315945,57.41401628,0.033909441,Southern Asia
,Afghanistan to Iran,9696,"51.38958967','35.68940913",2021-04-06,35.68940913,51.38958967,0.363940253,Southern Asia
,Afghanistan to Iran,9697,"51.38958967','35.68940913",2021-04-06,35.68940913,51.38958967,0.349239407,Southern Asia
,Afghanistan to Iran,9698,"49.87005574','36.07730236",2021-04-19,36.07730236,49.87005574,0.339757054,Southern Asia
,Afghanistan to Iran,9699,"51.38958967','35.68940913",2021-04-21,35.68940913,51.38958967,0.386535296,Southern Asia
,Afghanistan to Iran,9700,"44.95937698','37.56427965",2021-04-24,37.56427965,44.95937698,0.440306086,Southern Asia
,Afghanistan to Iran,9701,"51.38958967','35.68940913",2021-04-25,35.68940913,51.38958967,0.470823318,Southern Asia
,Afghanistan to Iran,9702,"49.87005574','36.07730236",2021-04-26,36.07730236,49.87005574,0.964536437,Southern Asia
,Afghanistan to Iran,9703,"52.50577501','32.25398987",2021-04-26,32.25398987,52.50577501,0.973841465,Southern Asia
,Afghanistan to Iran,9704,"51.38958967','35.68940913",2021-06-01,35.68940913,51.38958967,0.360549464,Southern Asia
,Afghanistan to Iran,9705,"54.75878479','31.96625955",2021-06-03,31.96625955,54.75878479,0.586639697,Southern Asia
,Afghanistan to Iran,9706,"54.75878479','31.96625955",2021-06-03,31.96625955,54.75878479,0.669191358,Southern Asia
,Afghanistan to Iran,9707,"60.68482798','27.21161534",2021-01-10,27.21161534,60.68482798,0.830291246,Southern Asia
,Afghanistan to Iran,9708,"44.95937698','37.56427965",2021-06-12,37.56427965,44.95937698,0.691570721,Southern Asia
,Afghanistan to Iran,9709,"51.38958967','35.68940913",2021-06-14,35.68940913,51.38958967,0.070158919,Southern Asia
,Afghanistan to Iran,9710,"51.38958967','35.68940913",2021-06-19,35.68940913,51.38958967,0.528063206,Southern Asia
,Afghanistan to Iran,9711,"54.75878479','31.96625955",2021-06-19,31.96625955,54.75878479,0.524317688,Southern Asia
,Afghanistan to Iran,9712,"51.38958967','35.68940913",2021-06-21,35.68940913,51.38958967,0.453668276,Southern Asia
,Afghanistan to Iran,9713,"44.95937698','37.56427965",2021-06-22,37.56427965,44.95937698,0.62473755,Southern Asia
,Afghanistan to Iran,9714,"52.50577501','32.25398987",2021-06-24,32.25398987,52.50577501,0.989783189,Southern Asia
,Afghanistan to Iran,9715,"51.38958967','35.68940913",2021-06-26,35.68940913,51.38958967,0.857487279,Southern Asia
,Afghanistan to Iran,9716,"52.50577501','32.25398987",2021-07-01,32.25398987,52.50577501,0.705336442,Southern Asia
,Afghanistan to Iran,9717,"51.38958967','35.68940913",2021-07-15,35.68940913,51.38958967,0.853497483,Southern Asia
,Afghanistan to Iran,9718,"52.50577501','32.25398987",2021-09-12,32.25398987,52.50577501,0.372650649,Southern Asia
,Afghanistan to Iran,9719,"51.38958967','35.68940913",2021-09-12,35.68940913,51.38958967,0.987483279,Southern Asia
,Afghanistan to Iran,9720,"54.75878479','31.96625955",2021-09-14,31.96625955,54.75878479,0.755655739,Southern Asia
,Afghanistan to Iran,9721,"51.38958967','35.68940913",2021-09-14,35.68940913,51.38958967,0.903362489,Southern Asia
,Afghanistan to Iran,9722,"51.38958967','35.68940913",2021-10-06,35.68940913,51.38958967,0.942699976,Southern Asia
,Afghanistan to Iran,9723,"51.38958967','35.68940913",2021-10-07,35.68940913,51.38958967,0.484917638,Southern Asia
,Afghanistan to Iran,9724,"51.38958967','35.68940913",2021-10-07,35.68940913,51.38958967,0.360571742,Southern Asia
,Afghanistan to Iran,9725,"51.38958967','35.68940913",2021-10-09,35.68940913,51.38958967,0.924425632,Southern Asia
,Afghanistan to Iran,9726,"51.38958967','35.68940913",2021-10-14,35.68940913,51.38958967,0.375622427,Southern Asia
,Afghanistan to Iran,9727,"51.38958967','35.68940913",2021-10-18,35.68940913,51.38958967,0.642308121,Southern Asia
,Afghanistan to Iran,9728,"60.86744515','29.47645121",2021-01-16,29.47645121,60.86744515,0.108497431,Southern Asia
,Afghanistan to Iran,9729,"49.87005574','36.07730236",2021-10-19,36.07730236,49.87005574,0.612600816,Southern Asia
,Afghanistan to Iran,9730,"60.86744515','29.47645121",2021-01-16,29.47645121,60.86744515,0.655870002,Southern Asia
,Afghanistan to Iran,9731,"62.35316592','27.35022729",2021-02-05,27.35022729,62.35316592,0.60854797,Southern Asia
,Afghanistan to Iran,9732,"61.19603687','28.23007995",2021-02-08,28.23007995,61.19603687,0.182542656,Southern Asia
,Afghanistan to Iran,9733,"44.95937698','37.56427965",2021-10-27,37.56427965,44.95937698,0.820305311,Southern Asia
,Afghanistan to Iran,9734,"62.35316592','27.35022729",2021-02-08,27.35022729,62.35316592,0.131500139,Southern Asia
,Afghanistan to Iran,9735,"57.57054013','28.95046741",2021-02-10,28.95046741,57.57054013,0.860035174,Southern Asia
,Afghanistan to Iran,9736,"53.33652472','28.72996721",2021-02-10,28.72996721,53.33652472,0.845679164,Southern Asia
,Afghanistan to Iran,9737,"57.72427834','27.99566687",2021-02-13,27.99566687,57.72427834,0.392668045,Southern Asia
,Afghanistan to Iran,9738,"54.33057395','31.88472913",2021-02-14,31.88472913,54.33057395,0.49673236,Southern Asia
,Afghanistan to Iran,9739,"51.38958967','35.68940913",2021-11-22,35.68940913,51.38958967,0.560218766,Southern Asia
,Afghanistan to Iran,9740,"52.51348965','31.84338571",2021-02-14,31.84338571,52.51348965,0.225877286,Southern Asia
,Afghanistan to Iran,9741,"51.38958967','35.68940913",2021-11-24,35.68940913,51.38958967,0.985855186,Southern Asia
,Afghanistan to Iran,9742,"51.38958967','35.68940913",2021-11-24,35.68940913,51.38958967,0.634430017,Southern Asia
,Afghanistan to Iran,9743,"51.38958967','35.68940913",2021-11-24,35.68940913,51.38958967,0.448639963,Southern Asia
,Afghanistan to Iran,9744,"51.38958967','35.68940913",2021-11-24,35.68940913,51.38958967,0.226432746,Southern Asia
,Afghanistan to Iran,9745,"51.38958967','35.68940913",2021-11-24,35.68940913,51.38958967,0.244449896,Southern Asia
,Afghanistan to Iran,9746,"51.38958967','35.68940913",2021-11-24,35.68940913,51.38958967,0.994600513,Southern Asia
,Afghanistan to Iran,9747,"51.38958967','35.68940913",2021-11-25,35.68940913,51.38958967,0.403983961,Southern Asia
,Afghanistan to Iran,9748,"51.38958967','35.68940913",2021-11-30,35.68940913,51.38958967,0.212187077,Southern Asia
,Afghanistan to Iran,9749,"51.38958967','35.68940913",2021-12-01,35.68940913,51.38958967,0.530842959,Southern Asia
,Afghanistan to Iran,9750,"51.38958967','35.68940913",2021-12-07,35.68940913,51.38958967,0.415723638,Southern Asia
,Afghanistan to Iran,9751,"51.38958967','35.68940913",2021-12-15,35.68940913,51.38958967,0.975194044,Southern Asia
,Afghanistan to Iran,9752,"51.38958967','35.68940913",2021-12-16,35.68940913,51.38958967,0.076623348,Southern Asia
,Afghanistan to Iran,9753,"51.38958967','35.68940913",2021-12-23,35.68940913,51.38958967,0.095058077,Southern Asia
,Afghanistan to Iran,9754,"51.38958967','35.68940913",2021-12-27,35.68940913,51.38958967,0.505676778,Southern Asia
,Afghanistan to Iran,9755,"51.38958967','35.68940913",2021-12-28,35.68940913,51.38958967,0.931831993,Southern Asia
,Afghanistan to Iran,9756,"51.38958967','35.68940913",2021-12-28,35.68940913,51.38958967,0.155175703,Southern Asia
,Afghanistan to Iran,9757,"51.38958967','35.68940913",2021-12-28,35.68940913,51.38958967,0.623529845,Southern Asia
,Afghanistan to Iran,9758,"51.38958967','35.68940913",2021-12-28,35.68940913,51.38958967,0.554729606,Southern Asia
,Afghanistan to Iran,9759,"51.38958967','35.68940913",2021-12-29,35.68940913,51.38958967,0.201198568,Southern Asia
,Afghanistan to Iran,9760,"54.33057395','31.88472913",2021-02-15,31.88472913,54.33057395,0.613801255,Southern Asia
,Afghanistan to Iran,9761,"61.19603687','28.23007995",2021-02-15,28.23007995,61.19603687,0.394963304,Southern Asia
,Afghanistan to Iran,9762,"61.19603687','28.23007995",2021-02-15,28.23007995,61.19603687,0.662219598,Southern Asia
,Afghanistan to Iran,9763,"61.19603687','28.23007995",2021-02-15,28.23007995,61.19603687,0.753107957,Southern Asia
,Afghanistan to Iran,9764,"61.19603687','28.23007995",2021-02-15,28.23007995,61.19603687,0.959350811,Southern Asia
,Afghanistan to Iran,9765,"60.68482798','27.21161534",2021-02-16,27.21161534,60.68482798,0.774186165,Southern Asia
,Afghanistan to Iran,9766,"57.0662465','30.27629382",2021-02-17,30.27629382,57.0662465,0.657022466,Southern Asia
,Afghanistan to Iran,9767,"52.51236196','29.63186286",2021-02-18,29.63186286,52.51236196,0.819210275,Southern Asia
,Afghanistan to Iran,9768,"61.68389773','30.89202146",2021-02-21,30.89202146,61.68389773,0.522505275,Southern Asia
,Afghanistan to Iran,9769,"61.19603687','28.23007995",2021-02-22,28.23007995,61.19603687,0.389741241,Southern Asia
,Afghanistan to Iran,9770,"61.50177317','31.05124289",2021-02-26,31.05124289,61.50177317,0.203371564,Southern Asia
,Afghanistan to Iran,9771,"61.50177317','31.05124289",2021-02-26,31.05124289,61.50177317,0.250023589,Southern Asia
,Afghanistan to Iran,9772,"54.33057395','31.88472913",2021-02-27,31.88472913,54.33057395,0.950903408,Southern Asia
,Afghanistan to Iran,9773,"60.85182954','29.51929069",2021-02-27,29.51929069,60.85182954,0.020111194,Southern Asia
,Afghanistan to Iran,9774,"56.23307736','27.1892535",2021-02-28,27.1892535,56.23307736,0.771995883,Southern Asia
,Afghanistan to Iran,9775,"61.50177317','31.05124289",2021-03-01,31.05124289,61.50177317,0.791886081,Southern Asia
,Afghanistan to Iran,9776,"58.8606437','28.5056084",2021-03-01,28.5056084,58.8606437,0.243712087,Southern Asia
,Afghanistan to Iran,9777,"61.50177317','31.05124289",2021-03-01,31.05124289,61.50177317,0.800028252,Southern Asia
,Afghanistan to Iran,9778,"57.72427834','27.99566687",2021-03-02,27.99566687,57.72427834,0.573970585,Southern Asia
