Number_of_Survivors,Migration_route,serial,Coordinates_Fixed,Website_Date_Fixed,lat,lon,random,Region_of_Incident
,US-Mexico border crossing,508,"-111.75955','31.62835",2015-07-01,31.62835,-111.75955,0.048307462,North America
,US-Mexico border crossing,509,"-111.89503','31.59772",2015-07-01,31.59772,-111.89503,0.200396031,North America
,US-Mexico border crossing,510,"-112.80985','32.92525",2015-07-02,32.92525,-112.80985,0.828706861,North America
,US-Mexico border crossing,511,"-112.9105','32.172",2015-07-04,32.172,-112.9105,0.743495003,North America
,Sahara Desert crossing,512,"32.310913','16.121094",2015-07-06,16.121094,32.310913,0.060928686,Northern Africa
,,513,"-98.142549','19.421016",2015-07-02,19.421016,-98.142549,0.642748862,Central America
9.0,,514,"-94.758468','16.357811",2015-07-05,16.357811,-94.758468,0.604471559,Central America
,,515,"-97.33124','17.1602655",2015-07-05,17.1602655,-97.33124,0.598525347,Central America
,Central Mediterranean,516,"31.2891','31.6534",2015-07-09,31.6534,31.2891,0.781142627,Mediterranean
,US-Mexico border crossing,517,"-98.331911','26.0342774",2015-07-07,26.0342774,-98.331911,0.01467984,Central America
,English Channel to the UK,518,"1.80038','50.9143",2015-07-07,50.9143,1.80038,0.292031388,Europe
19.0,Eastern Mediterranean,519,"27.0371','37.3511",2015-07-07,37.3511,27.0371,0.485862058,Mediterranean
,US-Mexico border crossing,520,"-112.47898','32.05262",2015-07-09,32.05262,-112.47898,0.897918807,North America
106.0,Central Mediterranean,521,"26.35341','37.779414",2015-07-09,37.779414,26.35341,0.693600469,Mediterranean
,Central Mediterranean,522,"13.7167','32.75",2015-07-10,32.75,13.7167,0.440438043,Mediterranean
,US-Mexico border crossing,523,"-112.881117','32.10445",2015-07-11,32.10445,-112.881117,0.698042168,North America
,English Channel to the UK,524,"1.47455','51.0179",2015-07-13,51.0179,1.47455,0.176465606,Europe
,US-Mexico border crossing,525,"-112.812867','32.187417",2015-07-14,32.187417,-112.812867,0.162268735,North America
,US-Mexico border crossing,526,"-112.762808','32.866059",2015-07-15,32.866059,-112.762808,0.924055126,North America
,Central Mediterranean,527,"14.4141','35.7465",2015-07-15,35.7465,14.4141,0.953687004,Mediterranean
,Western Balkans,528,"19.991362','46.186966",2015-07-15,46.186966,19.991362,0.416673687,Europe
,Central Mediterranean,529,"13.092461','32.86529572",2015-07-15,32.86529572,13.092461,0.664182396,Mediterranean
10.0,Eastern Mediterranean,530,"26.5057','39.2836",2015-07-16,39.2836,26.5057,0.542112796,Mediterranean
,English Channel to the UK,531,"1.85869','50.9513",2015-07-16,50.9513,1.85869,0.684359046,Europe
,US-Mexico border crossing,532,"-112.88585','31.9741",2015-07-16,31.9741,-112.88585,0.21604416,North America
,English Channel to the UK,533,"2.10938','49.3824",2015-07-19,49.3824,2.10938,0.922465804,Europe
,,534,"39.756104','-4.047485",2015-07-19,-4.047485,39.756104,0.322826292,Eastern Africa
,US-Mexico border crossing,535,"-100.514148','28.7053102",2015-07-21,28.7053102,-100.514148,0.579839077,Central America
,,536,"-104.098026','20.056657",2015-07-23,20.056657,-104.098026,0.197145835,Central America
,Sahara Desert crossing,537,"33.031923','19.316672",2015-07-23,19.316672,33.031923,0.370009043,Northern Africa
,Sahara Desert crossing,538,"22.352479','22.74454",2015-07-23,22.74454,22.352479,0.828610183,Northern Africa
,Central Mediterranean,539,"14.7437','34.2345",2015-07-23,34.2345,14.7437,0.18451675,Mediterranean
,English Channel to the UK,540,"1.037927','51.0960291",2015-07-24,51.0960291,1.037927,0.028800112,Europe
,English Channel to the UK,541,"2.171916','50.0035406",2015-07-24,50.0035406,2.171916,0.016810692,Europe
,English Channel to the UK,542,"1.796832','50.9264539",2015-07-24,50.9264539,1.796832,0.604774458,Europe
,Central Mediterranean,543,"14.7437','34.2345",2015-07-27,34.2345,14.7437,0.189485749,Mediterranean
,English Channel to the UK,544,"1.85869','50.9513",2015-07-27,50.9513,1.85869,0.628565141,Europe
,US-Mexico border crossing,545,"-100.245529','28.2597513",2015-07-28,28.2597513,-100.245529,0.787059795,North America
,US-Mexico border crossing,546,"-115.486683','32.6762497",2015-07-28,32.6762497,-115.486683,0.001255823,North America
,US-Mexico border crossing,547,"-113.0729','32.2658",2015-07-28,32.2658,-113.0729,0.986798663,North America
,US-Mexico border crossing,548,"-111.992767','31.630183",2015-07-29,31.630183,-111.992767,0.413416543,North America
,English Channel to the UK,549,"1.85869','50.9513",2015-07-29,50.9513,1.85869,0.571509882,Europe
,US-Mexico border crossing,550,"-99.514468','27.4954268",2015-07-29,27.4954268,-99.514468,0.559096031,Central America
,US-Mexico border crossing,551,"-111.600967','32.065733",2015-07-30,32.065733,-111.600967,0.617395143,North America
,US-Mexico border crossing,552,"-110.61481','31.845495",2015-07-30,31.845495,-110.61481,0.46062923,North America
,US-Mexico border crossing,553,"-110.98145','31.46345",2015-07-31,31.46345,-110.98145,0.703309058,North America
,Sahara Desert crossing,554,"10.233956','31.3636669",2015-07-01,31.3636669,10.233956,0.119421969,Northern Africa
,Sahara Desert crossing,555,"26.166021','20.424268",2015-07-01,20.424268,26.166021,0.309113067,Northern Africa
,Sahara Desert crossing,556,"12.913084','26.239989",2015-07-01,26.239989,12.913084,0.952417711,Northern Africa
,Sahara Desert crossing,557,"12.913096','26.239989",2015-07-01,26.239989,12.913096,0.447185463,Northern Africa
,Sahara Desert crossing,558,"12.726881','22.084283",2015-07-31,22.084283,12.726881,0.614816162,Western Africa
,Sahara Desert crossing,559,"12.913084','26.239989",2015-07-01,26.239989,12.913084,0.905663995,Northern Africa
,Sahara Desert crossing,560,"12.913084','26.239989",2015-07-01,26.239989,12.913084,0.838704322,Northern Africa
,Sahara Desert crossing,561,"26.165733','19.078732",2015-07-01,19.078732,26.165733,0.297707973,Northern Africa
,Sahara Desert crossing,562,"8.081666','17.607789",2015-07-01,17.607789,8.081666,0.501159805,Western Africa
,Sahara Desert crossing,563,"12.913094','26.239989",2015-07-01,26.239989,12.913094,0.204286997,Northern Africa
,Sahara Desert crossing,564,"12.913084','26.239989",2015-07-01,26.239989,12.913084,0.641472234,Northern Africa
,Darien Gap,565,"-77.27898','8.510109",2015-08-31,8.510109,-77.27898,0.395653949,South America
,US-Mexico border crossing,566,"-110.250004','31.899057",2015-08-01,31.899057,-110.250004,0.312063435,North America
,Western Mediterranean,567,"-5.32547','35.9272",2015-08-02,35.9272,-5.32547,0.31286704,Mediterranean
,Central Mediterranean,568,"23.490954','34.9814784",2015-08-03,34.9814784,23.490954,0.551134885,Mediterranean
,Western Mediterranean,569,"-2.463714','36.834047",2015-08-03,36.834047,-2.463714,0.700375096,Mediterranean
,,570,"-111.534296','30.39808",2015-08-03,30.39808,-111.534296,0.866811819,Central America
,,571,"-99.646352','20.373733",2015-08-04,20.373733,-99.646352,0.899139193,Central America
,,572,"-101.074437','22.443927",2015-08-04,22.443927,-101.074437,0.828140522,Central America
,US-Mexico border crossing,573,"-111.82281','31.99746",2015-08-04,31.99746,-111.82281,0.04529908,North America
,US-Mexico border crossing,574,"-111.45786','32.23965",2015-08-05,32.23965,-111.45786,0.81061292,North America
,,575,"35.630127','13.599487",2015-08-05,13.599487,35.630127,0.812273927,Northern Africa
373.0,Central Mediterranean,576,"12.7661','34.289",2015-08-06,34.289,12.7661,0.146087208,Mediterranean
,US-Mexico border crossing,577,"-98.672701','26.2364105",2015-08-07,26.2364105,-98.672701,0.63363564,North America
29.0,,578,"26.690483','39.315282",2015-08-08,39.315282,26.690483,0.367911986,Western Asia
,US-Mexico border crossing,579,"-112.5644','32.0634",2015-08-08,32.0634,-112.5644,0.532843911,North America
,,580,"-96.483329','15.716666",2015-08-10,15.716666,-96.483329,0.414139614,Central America
,US-Mexico border crossing,581,"-100.521305','28.6779788",2015-08-10,28.6779788,-100.521305,0.761852842,Central America
,Syria to Türkiye,582,"36.417171','36.2247404",2015-08-10,36.2247404,36.417171,0.014268639,Western Asia
,US-Mexico border crossing,583,"-111.738267','32.6004",2015-08-10,32.6004,-111.738267,0.796233876,North America
,US-Mexico border crossing,584,"-111.774733','31.5692",2015-08-11,31.5692,-111.774733,0.690673976,North America
54.0,Central Mediterranean,585,"15.444212','37.8998228",2015-08-11,37.8998228,15.444212,0.653091564,Mediterranean
,,586,"-101.514199','21.003405",2015-08-11,21.003405,-101.514199,0.034092387,Central America
,US-Mexico border crossing,587,"-111.5684','32.106083",2015-08-13,32.106083,-111.5684,0.094288806,North America
,US-Mexico border crossing,588,"-111.907778','32.924722",2015-08-14,32.924722,-111.907778,0.861576911,North America
,US-Mexico border crossing,589,"-98.394444','20.3372222",2015-08-14,20.3372222,-98.394444,0.259907287,Central America
,US-Mexico border crossing,590,"-99.549636','27.469219",2015-08-15,27.469219,-99.549636,0.863584531,Central America
312.0,Central Mediterranean,591,"27.343616','36.941323",2015-08-15,36.941323,27.343616,0.052256106,Mediterranean
,,592,"33.122681','30.753479",2015-08-15,30.753479,33.122681,0.092077677,Northern Africa
,Central Mediterranean,593,"11.4066','33.2548",2015-08-16,33.2548,11.4066,0.594164279,Mediterranean
,US-Mexico border crossing,594,"-113.21833','32.13628",2015-08-16,32.13628,-113.21833,0.542832236,North America
,US-Mexico border crossing,595,"-111.40797','32.30612",2015-08-17,32.30612,-111.40797,0.486843149,North America
,Eastern Mediterranean,596,"27.288888','36.89333",2015-08-17,36.89333,27.288888,0.545363576,Mediterranean
,US-Mexico border crossing,597,"-103.237231','30.7108565",2015-08-17,30.7108565,-103.237231,0.746736696,North America
,US-Mexico border crossing,598,"-98.366997','26.1471614",2015-08-17,26.1471614,-98.366997,0.140314547,North America
31.0,Eastern Mediterranean,599,"33.990881','36.10688204",2015-08-17,36.10688204,33.990881,0.557344541,Mediterranean
3.0,Eastern Mediterranean,600,"29.191935','36.9211826",2015-08-18,36.9211826,29.191935,0.053076099,Mediterranean
,,601,"-97.920056','18.082037",2015-08-18,18.082037,-97.920056,0.727077039,Central America
,US-Mexico border crossing,602,"-113.24667','32.174",2015-08-18,32.174,-113.24667,0.478138878,North America
,US-Mexico border crossing,603,"-113.24667','32.1742",2015-08-18,32.1742,-113.24667,0.062197482,North America
,US-Mexico border crossing,604,"-113.24647','32.174",2015-08-18,32.174,-113.24647,0.372970816,North America
,US-Mexico border crossing,605,"-113.2139','32.22039",2015-08-19,32.22039,-113.2139,0.80417001,North America
,Sahara Desert crossing,606,"30.751709','21.68573",2015-08-19,21.68573,30.751709,0.878254906,Northern Africa
,Sahara Desert crossing,607,"32.639282','25.685913",2015-08-19,25.685913,32.639282,0.566325573,Northern Africa
,Sahara Desert crossing,608,"4.376056','15.485324",2015-08-20,15.485324,4.376056,0.68754406,Eastern Africa
,Sahara Desert crossing,609,"26.165733','19.078732",2015-08-20,19.078732,26.165733,0.778942415,Northern Africa
,Sahara Desert crossing,610,"32.782898','23.966675",2015-08-20,23.966675,32.782898,0.532272984,Northern Africa
,US-Mexico border crossing,611,"-112.13793','32.12775",2015-08-20,32.12775,-112.13793,0.632853056,North America
,US-Mexico border crossing,612,"-111.85296','31.81318",2015-08-21,31.81318,-111.85296,0.878907304,North America
,US-Mexico border crossing,613,"-111.81445','31.7989",2015-08-21,31.7989,-111.81445,0.398190869,North America
,US-Mexico border crossing,614,"-112.97308','32.27515",2015-08-21,32.27515,-112.97308,0.303457438,North America
19.0,Eastern Mediterranean,615,"26.5057','39.2836",2015-08-21,39.2836,26.5057,0.581038051,Mediterranean
,US-Mexico border crossing,616,"-112.13971','31.87648",2015-08-22,31.87648,-112.13971,0.125399161,North America
,US-Mexico border crossing,617,"-112.963333','32.083833",2015-08-22,32.083833,-112.963333,0.471551597,North America
,US-Mexico border crossing,618,"-112.98095','32.143167",2015-08-23,32.143167,-112.98095,0.840998665,North America
,,619,"100.205','6.44491",2015-08-23,6.44491,100.205,0.554785813,South-eastern Asia
125.0,Central Mediterranean,620,"27.0791','37.5005",2015-08-23,37.5005,27.0791,0.371172385,Mediterranean
8.0,Eastern Mediterranean,621,"26.5057','39.2836",2015-08-24,39.2836,26.5057,0.70157044,Mediterranean
,Eastern Mediterranean,622,"25.453518','39.3700725",2015-08-24,39.3700725,25.453518,0.203248526,Mediterranean
73.0,Eastern Mediterranean,623,"26.557274','39.344441",2015-08-24,39.344441,26.557274,0.226656274,Mediterranean
,US-Mexico border crossing,624,"-112.11556','32.11476",2015-08-24,32.11476,-112.11556,0.834769533,North America
,US-Mexico border crossing,625,"-110.940833','31.379722",2015-08-24,31.379722,-110.940833,0.36894659,North America
,US-Mexico border crossing,626,"-111.9506','31.838633",2015-08-25,31.838633,-111.9506,0.990789187,North America
,US-Mexico border crossing,627,"-111.044576','31.704274",2015-08-25,31.704274,-111.044576,0.036245078,North America
,Western Mediterranean,628,"-3.532317','36.632829",2015-08-25,36.632829,-3.532317,0.093113193,Mediterranean
,Central Mediterranean,629,"-3.532317','36.632829",2015-08-25,36.632829,-3.532317,0.446372486,Mediterranean
441.0,Central Mediterranean,630,"14.7437','34.2345",2015-08-26,34.2345,14.7437,0.510731643,Mediterranean
124.0,Central Mediterranean,631,"16.596383','31.199373",2015-08-27,31.199373,16.596383,0.882361644,Mediterranean
,Central Mediterranean,632,"18.048011','34.5531284",2015-08-27,34.5531284,18.048011,0.543716269,Mediterranean
,,633,"16.373819','48.2081743",2015-08-27,48.2081743,16.373819,0.406252376,Europe
198.0,Central Mediterranean,634,"16.360273','32.151074",2015-08-27,32.151074,16.360273,0.668095333,Mediterranean
,US-Mexico border crossing,635,"-111.17659','32.08267",2015-08-27,32.08267,-111.17659,0.215921804,North America
,US-Mexico border crossing,636,"-113.123','32.3609",2015-08-28,32.3609,-113.123,0.778469472,North America
,US-Mexico border crossing,637,"-113.116666','32.347166",2015-08-28,32.347166,-113.116666,0.015220915,North America
,Central Mediterranean,638,"17.975903','34.38788813",2015-08-28,34.38788813,17.975903,0.639149669,Mediterranean
,Eastern Mediterranean,639,"26.9778','37.7548",2015-08-29,37.7548,26.9778,0.466243609,Mediterranean
,Central Mediterranean,640,"13.098975','32.7998038",2015-08-30,32.7998038,13.098975,0.98746128,Mediterranean
,Central Mediterranean,641,"20.970292','34.25502621",2015-08-31,34.25502621,20.970292,0.908643191,Mediterranean
,Eastern Mediterranean,642,"25.943523','39.1756491",2015-08-31,39.1756491,25.943523,0.301766303,Mediterranean
12.0,Western Mediterranean,643,"-5.353556','35.8889515",2015-08-31,35.8889515,-5.353556,0.487989879,Mediterranean
,,644,"16.596383','31.199373",2015-08-01,31.199373,16.596383,0.158494769,Northern Africa
,,645,"16.596386','31.199373",2015-08-01,31.199373,16.596386,0.851140415,Northern Africa
,Sahara Desert crossing,646,"12.913084','26.239989",2015-08-01,26.239989,12.913084,0.689013659,Northern Africa
,Sahara Desert crossing,647,"12.913084','26.239989",2015-08-01,26.239989,12.913084,0.321030397,Northern Africa
,Sahara Desert crossing,648,"12.913084','26.239989",2015-08-01,26.239989,12.913084,0.55920142,Northern Africa
,Sahara Desert crossing,649,"23.51197','22.30997944",2015-08-31,22.30997944,23.51197,0.301887557,Northern Africa
,Sahara Desert crossing,650,"13.91046','27.75417578",2015-08-31,27.75417578,13.91046,0.436546192,Western Africa
,US-Mexico border crossing,651,"-111.73635','31.54855",2015-09-01,31.54855,-111.73635,0.267715133,North America
,Sahara Desert crossing,652,"23.649292','22.662903",2015-09-01,22.662903,23.649292,0.667884918,Northern Africa
,Western Balkans,653,"21.943246','40.9424403",2015-09-01,40.9424403,21.943246,0.170862003,Europe
112.0,Central Mediterranean,654,"13.1396','35.4607",2015-09-01,35.4607,13.1396,0.554914712,Mediterranean
,,655,"-110.069709','27.6897876",2015-09-02,27.6897876,-110.069709,0.40659258,Central America
,Eastern Mediterranean,656,"26.246271','38.406249",2015-09-02,38.406249,26.246271,0.497468879,Mediterranean
,Eastern Mediterranean,657,"26.5057','39.2836",2015-09-02,39.2836,26.5057,0.724193937,Mediterranean
8.0,Eastern Mediterranean,658,"28.311496','37.2028822",2015-09-02,37.2028822,28.311496,0.015998834,Mediterranean
7.0,Eastern Mediterranean,659,"28.311496','37.2028822",2015-09-02,37.2028822,28.311496,0.511064124,Mediterranean
19.0,,660,"103.447934','4.155698697",2015-09-03,4.155698697,103.447934,0.663835683,South-eastern Asia
91.0,Central Mediterranean,661,"15.445569','33.0186595",2015-09-03,33.0186595,15.445569,0.841969903,Mediterranean
,US-Mexico border crossing,662,"-111.949783','31.715333",2015-09-03,31.715333,-111.949783,0.670116889,North America
,Western Balkans,663,"18.900956','47.4760233",2015-09-04,47.4760233,18.900956,0.913630909,Europe
,Western Balkans,664,"25.853259','40.858969",2015-09-04,40.858969,25.853259,0.942742258,Europe
,Eastern Mediterranean,665,"26.932666','37.4653473",2015-09-05,37.4653473,26.932666,0.320052044,Mediterranean
,US-Mexico border crossing,666,"-115.785945','32.6434314",2015-09-05,32.6434314,-115.785945,0.319327287,North America
,US-Mexico border crossing,667,"-113.261717','32.328533",2015-09-05,32.328533,-113.261717,0.250011828,North America
,US-Mexico border crossing,668,"-112.90196','31.92171",2015-09-06,31.92171,-112.90196,0.865126004,North America
,US-Mexico border crossing,669,"-112.533867','31.81835",2015-09-06,31.81835,-112.533867,0.746275942,North America
107.0,Central Mediterranean,670,"30.322228','31.914825",2015-09-06,31.914825,30.322228,0.341975864,Mediterranean
,Western Mediterranean,671,"-5.392037','36.03421196",2015-09-06,36.03421196,-5.392037,0.019514378,Mediterranean
,US-Mexico border crossing,672,"-113.00292','32.0523",2015-09-07,32.0523,-113.00292,0.412014537,North America
,US-Mexico border crossing,673,"-113.10583','32.33183",2015-09-07,32.33183,-113.10583,0.075560305,North America
,US-Mexico border crossing,674,"-113.10583','32.33203",2015-09-07,32.33203,-113.10583,0.156707292,North America
,US-Mexico border crossing,675,"-112.15516','31.74916",2015-09-09,31.74916,-112.15516,0.358831037,North America
,US-Mexico border crossing,676,"-113.10095','32.323583",2015-09-10,32.323583,-113.10095,0.081118472,North America
2.0,Western Balkans,677,"20.090216','46.247356",2015-09-10,46.247356,20.090216,0.754027994,Europe
,Western Mediterranean,678,"-2.992539','35.2914156",2015-09-10,35.2914156,-2.992539,0.81083443,Mediterranean
,,679,"-99.549573','27.4779362",2015-09-10,27.4779362,-99.549573,0.661459553,Central America
25.0,Eastern Mediterranean,680,"26.983329','36.949998",2015-09-12,36.949998,26.983329,0.694166898,Mediterranean
,,681,"4.768274','52.3105386",2015-09-12,52.3105386,4.768274,0.671847384,Europe
,US-Mexico border crossing,682,"-111.96318','31.63683",2015-09-12,31.63683,-111.96318,0.618989646,North America
32.0,Eastern Mediterranean,683,"26.5057','39.2836",2015-09-12,39.2836,26.5057,0.931283752,Mediterranean
,US-Mexico border crossing,684,"-100.720786','28.5969909",2015-09-12,28.5969909,-100.720786,0.210453468,Central America
99.0,Eastern Mediterranean,685,"27.1199','37.2948",2015-09-13,37.2948,27.1199,0.550974413,Mediterranean
11.0,Eastern Mediterranean,686,"27.067593','38.022701",2015-09-14,38.022701,27.067593,0.859346128,Mediterranean
249.0,Eastern Mediterranean,687,"12.6049','34.8657",2015-09-15,34.8657,12.6049,0.146111122,Mediterranean
,Sahara Desert crossing,688,"21.866882','23.321289",2015-09-17,23.321289,21.866882,0.789182292,Northern Africa
,Sahara Desert crossing,689,"13.1648','32.849232",2015-09-17,32.849232,13.1648,0.382798731,Northern Africa
254.0,Central Mediterranean,690,"13.551552','33.0207732",2015-09-17,33.0207732,13.551552,0.848739818,Mediterranean
,US-Mexico border crossing,691,"-109.09437','31.52895",2015-09-18,31.52895,-109.09437,0.945799978,North America
100.0,Central Mediterranean,692,"27.363253','36.50439",2015-09-18,36.50439,27.363253,0.232376594,Mediterranean
14.0,Eastern Mediterranean,693,"26.293587','38.328609",2015-09-18,38.328609,26.293587,0.683074449,Mediterranean
,English Channel to the UK,694,"1.794802','50.91767393",2015-09-18,50.91767393,1.794802,0.549890413,Europe
,Sahara Desert crossing,695,"14.456116','27.032288",2015-09-18,27.032288,14.456116,0.132873277,Northern Africa
,Sahara Desert crossing,696,"32.981079','24.214478",2015-09-18,24.214478,32.981079,0.459032909,Northern Africa
,Syria to Türkiye,697,"36.678277','36.2413132",2015-09-18,36.2413132,36.678277,0.458087261,Western Asia
,Eastern Mediterranean,698,"26.5057','39.2836",2015-09-19,39.2836,26.5057,0.166699487,Mediterranean
,Sahara Desert crossing,699,"14.456116','27.032288",2015-09-19,27.032288,14.456116,0.881803092,Northern Africa
,Sahara Desert crossing,700,"21.866882','23.321289",2015-09-19,23.321289,21.866882,0.496147252,Northern Africa
,Sahara Desert crossing,701,"34.848694','13.798889",2015-09-19,13.798889,34.848694,0.215364399,Northern Africa
,Sahara Desert crossing,702,"30.499695','20.112671",2015-09-19,20.112671,30.499695,0.904544557,Northern Africa
,Sahara Desert crossing,703,"36.641296','22.22052",2015-09-19,22.22052,36.641296,0.273350582,Northern Africa
,,704,"34.848694','13.798889",2015-09-19,13.798889,34.848694,0.074011513,Eastern Africa
,Sahara Desert crossing,705,"32.51947','21.749695",2015-09-19,21.749695,32.51947,0.798476597,Northern Africa
,,706,"48.475394','8.4055964",2015-09-20,8.4055964,48.475394,0.159449995,Eastern Africa
,US-Mexico border crossing,707,"-111.48673','32.20948",2015-09-20,32.20948,-111.48673,0.624750147,North America
,Sahara Desert crossing,708,"31.3713','21.7991",2015-09-20,21.7991,31.3713,0.598797016,Northern Africa
,,709,"36.155518','12.951111",2015-09-20,12.951111,36.155518,0.115154958,Eastern Africa
,Sahara Desert crossing,710,"30.261902','21.056519",2015-09-20,21.056519,30.261902,0.683844764,Northern Africa
,,711,"37.583313','0.355713",2015-09-20,0.355713,37.583313,0.546561372,Eastern Africa
,Sahara Desert crossing,712,"21.401489','25.731079",2015-09-20,25.731079,21.401489,0.396561306,Northern Africa
,Sahara Desert crossing,713,"33.026759','24.138269",2015-09-20,24.138269,33.026759,0.645588787,Northern Africa
,,714,"41.705795','5.147458",2015-09-20,5.147458,41.705795,0.837914199,Eastern Africa
,Eastern Mediterranean,715,"26.042874','39.445562",2015-09-20,39.445562,26.042874,0.300880183,Mediterranean
,Eastern Mediterranean,716,"26.5057','39.2836",2015-09-20,39.2836,26.5057,0.083358262,Mediterranean
,Eastern Mediterranean,717,"26.665','39.2357",2015-09-20,39.2357,26.665,0.369522714,Mediterranean
,,718,"-99.059241','19.7114371",2015-09-20,19.7114371,-99.059241,0.190148543,Central America
1.0,English Channel to the UK,719,"1.862325','50.966392",2015-09-15,50.966392,1.862325,0.187618471,Europe
,Sahara Desert crossing,720,"32.475708','23.125488",2015-09-21,23.125488,32.475708,0.232464092,Northern Africa
,US-Mexico border crossing,721,"-113.09','32.30317",2015-09-22,32.30317,-113.09,0.9768269,North America
,Eastern Mediterranean,722,"26.5057','39.2836",2015-09-22,39.2836,26.5057,0.970687004,Mediterranean
,Eastern Mediterranean,723,"26.5057','39.2836",2015-09-22,39.2836,26.5057,0.740678128,Mediterranean
,,724,"-98.199999','19.049997",2015-09-22,19.049997,-98.199999,0.998407415,Central America
,,725,"-99.929311','20.491232",2015-09-23,20.491232,-99.929311,0.868674956,Central America
,Eastern Mediterranean,726,"26.1751','39.3671",2015-09-23,39.3671,26.1751,0.123292491,Mediterranean
,US-Mexico border crossing,727,"-97.505347','25.89133265",2015-09-23,25.89133265,-97.505347,0.86614993,North America
,US-Mexico border crossing,728,"-112.223983','32.924565",2015-09-24,32.924565,-112.223983,0.616380186,North America
11.0,US-Mexico border crossing,729,"-96.785058','29.0416038",2015-09-24,29.0416038,-96.785058,0.31040587,North America
,Eastern Mediterranean,730,"26.9667','37.4667",2015-09-24,37.4667,26.9667,0.027267542,Mediterranean
,English Channel to the UK,731,"1.78285','50.9232",2015-09-24,50.9232,1.78285,0.261074342,Europe
,Eastern Mediterranean,732,"27.307574','36.893311",2015-09-25,36.893311,27.307574,0.266238141,Mediterranean
,US-Mexico border crossing,733,"-111.96446','31.72451",2015-09-27,31.72451,-111.96446,0.682393296,North America
,US-Mexico border crossing,734,"-112.74258','31.86743",2015-09-27,31.86743,-112.74258,0.264339962,North America
,US-Mexico border crossing,735,"-100.911821','29.3621053",2015-09-28,29.3621053,-100.911821,0.090068513,North America
0.0,Eastern Mediterranean,736,"34.692518','36.5278615",2015-09-27,36.5278615,34.692518,0.523656553,Mediterranean
,,737,"43.3333','-11.6455",2015-09-29,-11.6455,43.3333,0.152645133,Eastern Africa
,English Channel to the UK,738,"1.85869','50.9513",2015-09-29,50.9513,1.85869,0.159880111,Europe
,US-Mexico border crossing,739,"-113.0097','32.04636",2015-09-29,32.04636,-113.0097,0.431362749,North America
,US-Mexico border crossing,740,"-112.04187','32.82177",2015-09-29,32.82177,-112.04187,0.133490367,North America
,English Channel to the UK,741,"1.890964','50.937235",2015-09-29,50.937235,1.890964,0.014031126,Europe
,Eastern Mediterranean,742,"26.043375','40.72294247",2015-09-29,40.72294247,26.043375,0.704750211,Mediterranean
,,743,"-96.141352','19.195438",2015-09-29,19.195438,-96.141352,0.917304383,Central America
,,744,"-96.1342','19.1738",2015-09-30,19.1738,-96.1342,0.128275218,Central America
,English Channel to the UK,745,"1.78408','50.9223",2015-09-30,50.9223,1.78408,0.90627282,Europe
0.0,Eastern Mediterranean,746,"26.5057','39.2836",2015-09-30,39.2836,26.5057,0.018763073,Mediterranean
,Sahara Desert crossing,747,"18.3692','23.84458",2015-09-01,23.84458,18.3692,0.144112716,Northern Africa
,Sahara Desert crossing,748,"25.66243','20.05749",2015-09-01,20.05749,25.66243,0.096830143,Northern Africa
,Sahara Desert crossing,749,"25.48954','20.87571",2015-09-01,20.87571,25.48954,0.748200455,Northern Africa
,Sahara Desert crossing,750,"12.913084','26.239989",2015-09-01,26.239989,12.913084,0.118562632,Northern Africa
,Sahara Desert crossing,751,"14.456116','27.032288",2015-09-01,27.032288,14.456116,0.580821209,Northern Africa
,,752,"13.1648','32.849232",2015-09-01,32.849232,13.1648,0.607954901,Northern Africa
,,753,"12.464628','32.73665691",2015-09-30,32.73665691,12.464628,0.258529025,Northern Africa
,,754,"52.840788','32.1731347",2015-09-30,32.1731347,52.840788,0.544870316,Southern Asia
,Eastern Mediterranean,755,"26.9808','36.9523",2015-10-02,36.9523,26.9808,0.695927199,Mediterranean
,Eastern Mediterranean,756,"27.2877','36.8915",2015-10-03,36.8915,27.2877,0.621732832,Mediterranean
,Eastern Mediterranean,757,"27.287793','36.8925871",2015-10-04,36.8925871,27.287793,0.067027005,Mediterranean
,,758,"35.368568','14.024307",2015-10-04,14.024307,35.368568,0.195014278,Northern Africa
,,759,"36.404114','15.45813",2015-10-04,15.45813,36.404114,0.579958111,Northern Africa
,Eastern Mediterranean,760,"27.1828','36.8893",2015-10-05,36.8893,27.1828,0.109873831,Mediterranean
,,761,"-98.052','19.408",2015-10-05,19.408,-98.052,0.52942632,Central America
,Central Mediterranean,762,"12.7826','32.7873",2015-10-05,32.7873,12.7826,0.29017993,Mediterranean
,Western Balkans,763,"21.6499','42.3092",2015-10-05,42.3092,21.6499,0.819576416,Europe
,Sahara Desert crossing,764,"25.48944','20.87561",2015-10-06,20.87561,25.48944,0.282578407,Northern Africa
,Sahara Desert crossing,765,"16.055221','27.2032014",2015-10-06,27.2032014,16.055221,0.18779437,Northern Africa
,Sahara Desert crossing,766,"19.724216','23.2488413",2015-10-06,23.2488413,19.724216,0.616869879,Northern Africa
,Sahara Desert crossing,767,"14.099127','28.0566652",2015-10-07,28.0566652,14.099127,0.207102447,Northern Africa
,,768,"13.1648','32.849232",2015-10-07,32.849232,13.1648,0.202706432,Northern Africa
,US-Mexico border crossing,769,"-100.901071','29.3927555",2015-10-07,29.3927555,-100.901071,0.078739766,North America
,,770,"36.493896','15.10968",2015-10-07,15.10968,36.493896,0.048933063,Northern Africa
