Number_of_Survivors,Migration_route,serial,Coordinates_Fixed,Website_Date_Fixed,lat,lon,random,Region_of_Incident
1.0,Afghanistan to Iran,3255,"60.79644498','27.84423148",2017-09-12,27.84423148,60.79644498,0.212831474,Southern Asia
10.0,Syria to Türkiye,3256,"36.56816297','36.23476527",2017-09-12,36.23476527,36.56816297,0.8684534,Western Asia
3.0,Western Mediterranean,3257,"-2.450853','36.636454",2017-09-13,36.636454,-2.450853,0.55571068,Mediterranean
139.0,Central Mediterranean,3271,"12.90569377','33.62217768",2017-09-15,33.62217768,12.90569377,0.371348439,Mediterranean
7.0,US-Mexico border crossing,3285,"-117.03028321','32.54348496",2017-09-17,32.54348496,-117.03028321,0.360612429,North America
8.0,Haiti to Dominican Republic,3286,"-71.3987658','19.5912639",2017-09-18,19.5912639,-71.3987658,0.904032806,Caribbean
40.0,Central Mediterranean,3305,"12.39065145','33.571206",2017-09-20,33.571206,12.39065145,0.913265992,Mediterranean
4.0,Western Mediterranean,3320,"-2.93723899','35.268595",2017-09-24,35.268595,-2.93723899,0.234884182,Mediterranean
5.0,Eastern Mediterranean,3336,"29.5861581','36.1444801",2017-09-28,36.1444801,29.5861581,0.128197475,Mediterranean
7.0,Comoros to Mayotte,3355,"45.16144873','-12.72499297",2017-10-01,-12.72499297,45.16144873,0.317494637,Eastern Africa
52.0,Central Mediterranean,3361,"13.21331096','33.43557776",2017-10-03,33.43557776,13.21331096,0.482475558,Mediterranean
38.0,Central Mediterranean,3376,"11.74771303','34.75781306",2017-10-08,34.75781306,11.74771303,0.378468317,Mediterranean
23.0,Central Mediterranean,3394,"12.12341309','34.2777158",2017-10-15,34.2777158,12.12341309,0.868772479,Mediterranean
17.0,Western Mediterranean,3437,"-2.91330835','35.28288879",2017-10-22,35.28288879,-2.91330835,0.487379213,Mediterranean
3.0,Syria to Türkiye,3454,"40.08074664','36.85854688",2017-10-25,36.85854688,40.08074664,0.189674654,Western Asia
4.0,Caribbean to US,3462,"-78.6853475','20.33555265",2017-10-28,20.33555265,-78.6853475,0.773372512,Caribbean
48.0,Western Mediterranean,3465,"-5.78726241','35.83966105",2017-10-29,35.83966105,-5.78726241,0.309294177,Mediterranean
12.0,Western Mediterranean,3468,"0.04538102','36.07641542",2017-10-30,36.07641542,0.04538102,0.768117462,Mediterranean
142.0,Central Mediterranean,3478,"12.66174316','33.6901385",2017-11-01,33.6901385,12.66174316,0.187948172,Mediterranean
12.0,Comoros to Mayotte,3481,"45.06327678','-12.62654219",2017-11-02,-12.62654219,45.06327678,0.217990078,Eastern Africa
15.0,Eastern Mediterranean,3484,"27.12606879','37.03118701",2017-11-03,37.03118701,27.12606879,0.628919422,Mediterranean
64.0,Central Mediterranean,3485,"13.05352631','34.00014846",2017-11-03,34.00014846,13.05352631,0.024618122,Mediterranean
106.0,Central Mediterranean,3493,"13.82854533','34.34185915",2017-11-06,34.34185915,13.82854533,0.667133889,Mediterranean
10.0,Western Mediterranean,3500,"-5.6966252','35.8752777",2017-11-07,35.8752777,-5.6966252,0.153747121,Mediterranean
21.0,Western Mediterranean,3550,"-5.29158407','35.90491742",2017-11-19,35.90491742,-5.29158407,0.630232755,Mediterranean
60.0,Central Mediterranean,3558,"13.72078687','32.80195944",2017-11-25,32.80195944,13.72078687,0.063272928,Mediterranean
66.0,Eastern Mediterranean,3562,"26.5843972','39.11792649",2017-11-25,39.11792649,26.5843972,0.121882524,Mediterranean
2.0,Western Mediterranean,3577,"-5.60307641','35.97015368",2017-11-29,35.97015368,-5.60307641,0.045435367,Mediterranean
6.0,Western Mediterranean,3581,"-5.8935363','35.92856441",2017-11-30,35.92856441,-5.8935363,0.124586549,Mediterranean
8.0,Syria to Türkiye,3591,"36.24801636','36.11361439",2017-12-03,36.11361439,36.24801636,0.58111696,Western Asia
18.0,Western Mediterranean,3592,"-5.81198164','35.87639046",2017-12-03,35.87639046,-5.81198164,0.573800522,Mediterranean
40.0,Western Mediterranean,3597,"-6.32317765','35.31798402",2017-12-04,35.31798402,-6.32317765,0.491059419,Mediterranean
35.0,Western Mediterranean,3598,"-3.86216132','36.68466409",2017-12-04,36.68466409,-3.86216132,0.869337384,Mediterranean
14.0,US-Mexico border crossing,3606,"-97.86333558','27.25232157",2017-12-07,27.25232157,-97.86333558,0.604788435,North America
4.0,Central Mediterranean,3616,"8.44850953','36.94919521",2017-12-08,36.94919521,8.44850953,0.57796977,Mediterranean
14.0,US-Mexico border crossing,3617,"-103.2425379','29.1274869",2017-12-08,29.1274869,-103.2425379,0.238268547,North America
31.0,Western Mediterranean,3641,"-3.4195527','36.2144014",2017-12-13,36.2144014,-3.4195527,0.790819687,Mediterranean
68.0,Western Mediterranean,3645,"-3.1805963','35.9389086",2017-12-14,35.9389086,-3.1805963,0.409294515,Mediterranean
4.0,Western Mediterranean,3648,"-5.16951166','36.12509567",2017-12-15,36.12509567,-5.16951166,0.401032854,Mediterranean
20.0,Western Mediterranean,3658,"-5.80309974','35.88283311",2017-12-16,35.88283311,-5.80309974,0.028997262,Mediterranean
1.0,Western Balkans,3735,"15.2988207','45.5597062",2018-01-02,45.5597062,15.2988207,0.141420584,Europe
4.0,Western Mediterranean,3741,"-5.5195052','35.8805383",2018-01-05,35.8805383,-5.5195052,0.743137369,Mediterranean
86.0,Central Mediterranean,3743,"13.2682426','34.0783805",2018-01-06,34.0783805,13.2682426,0.532251546,Mediterranean
270.0,Central Mediterranean,3745,"13.7688521','32.9830023",2018-01-07,32.9830023,13.7688521,0.174142819,Mediterranean
279.0,Central Mediterranean,3748,"14.6304477','33.4612462",2018-01-09,33.4612462,14.6304477,0.000824168,Mediterranean
43.0,Western Mediterranean,3749,"-5.6593323','35.8910058",2018-01-09,35.8910058,-5.6593323,0.304469216,Mediterranean
20.0,Western Africa / Atlantic route to the Canary Islands,3765,"-13.4958533','28.9922402",2018-01-15,28.9922402,-13.4958533,0.866135266,Northern Africa
17.0,Western Mediterranean,3772,"-0.8147553','35.852954",2018-01-16,35.852954,-0.8147553,0.446621114,Mediterranean
34.0,Western Mediterranean,3788,"-3.1212015','35.9405764",2018-01-20,35.9405764,-3.1212015,0.91221141,Mediterranean
57.0,Western Mediterranean,3805,"-2.6446857','35.3592363",2018-01-23,35.3592363,-2.6446857,0.453503451,Mediterranean
11.0,Western Mediterranean,3806,"-0.8035854','35.8057743",2018-01-23,35.8057743,-0.8035854,0.475135688,Mediterranean
146.0,Horn of Africa to Yemen crossing,3807,"44.0265749','12.4418724",2018-01-23,12.4418724,44.0265749,0.205589823,Western Asia
96.0,Central Mediterranean,3825,"13.5351563','34.7509219",2018-01-27,34.7509219,13.5351563,0.17423481,Mediterranean
3.0,Central Mediterranean,3849,"12.2478292','33.2456355",2018-02-01,33.2456355,12.2478292,0.365813102,Mediterranean
1.0,Western Mediterranean,3857,"-2.795275','35.5831866",2018-02-03,35.5831866,-2.795275,0.467273423,Mediterranean
95.0,Horn of Africa to Yemen crossing,3875,"46.46133036','13.27302771",2018-02-08,13.27302771,46.46133036,0.666198064,Western Asia
32.0,Western Mediterranean,3878,"-3.214241932','35.74632019",2018-02-09,35.74632019,-3.214241932,0.169735053,Mediterranean
29.0,Western Mediterranean,3883,"-2.957796002','35.58515367",2018-02-11,35.58515367,-2.957796002,0.623876544,Mediterranean
1.0,DRC to Uganda,3885,"31.01372463','1.726489014",2018-02-11,1.726489014,31.01372463,0.251722754,Middle Africa
1.0,Türkiye-Europe land route,3894,"26.49443392','41.66145779",2018-02-13,41.66145779,26.49443392,0.910082995,Western Asia
159.0,Sahara Desert crossing,3902,"14.67440354','31.61415428",2018-02-14,31.61415428,14.67440354,0.049448043,Northern Africa
288.0,Horn of Africa to Yemen crossing,3936,"44.17036343','12.58344708",2018-02-21,12.58344708,44.17036343,0.572828234,Western Asia
5.0,US-Mexico border crossing,3947,"-116.0889803','32.59338373",2018-02-23,32.59338373,-116.0889803,0.210875266,Central America
2.0,Western Mediterranean,3976,"-5.380983631','35.91540119",2018-03-03,35.91540119,-5.380983631,0.713594722,Mediterranean
30.0,Central Mediterranean,3977,"12.57012788','33.44274446",2018-03-03,33.44274446,12.57012788,0.370927638,Mediterranean
4.0,US-Mexico border crossing,3998,"-100.4053407','28.5352366",2018-03-11,28.5352366,-100.4053407,0.188507616,Central America
1.0,US-Mexico border crossing,3999,"-106.5919701','31.78891415",2018-03-11,31.78891415,-106.5919701,0.568321996,North America
22.0,Western Mediterranean,4016,"-2.645016567','35.51997054",2018-03-15,35.51997054,-2.645016567,0.078772523,Mediterranean
7.0,Western Balkans,4022,"24.88752017','41.15214243",2018-03-17,41.15214243,24.88752017,0.406897175,Europe
3.0,Eastern Mediterranean,4024,"27.01084007','37.46285574",2018-03-17,37.46285574,27.01084007,0.169290847,Mediterranean
5.0,Darien Gap,4064,"-77.41998379','8.666783134",2018-03-26,8.666783134,-77.41998379,0.844089164,Central America
1.0,Western Mediterranean,4095,"-5.768318887','35.97755439",2018-04-01,35.97755439,-5.768318887,0.701962156,Mediterranean
2.0,Türkiye-Europe land route,4104,"26.25238951','40.89569549",2018-04-04,40.89569549,26.25238951,0.111758501,Europe
10.0,Western Mediterranean,4121,"-6.015228714','35.56532431",2018-04-09,35.56532431,-6.015228714,0.926027348,Mediterranean
1.0,Western Balkans,4124,"15.29916403','45.56944084",2018-04-09,45.56944084,15.29916403,0.940727783,Europe
3.0,Western Balkans,4129,"15.29847739','45.56817903",2018-04-10,45.56817903,15.29847739,0.442424939,Europe
14.0,US-Mexico border crossing,4182,"-97.92837408','26.08691167",2018-04-23,26.08691167,-97.92837408,0.465773388,North America
17.0,Western Mediterranean,4193,"-3.226601551','35.71956581",2018-04-25,35.71956581,-3.226601551,0.386535296,Mediterranean
19.0,Western Mediterranean,4203,"-0.796902518','35.82289506",2018-04-29,35.82289506,-0.796902518,0.070158919,Mediterranean
7.0,Western Balkans,4210,"15.35157625','45.46626716",2018-04-30,45.46626716,15.35157625,0.705336442,Europe
74.0,DRC to Uganda,4225,"30.47918487','-0.15433836",2018-05-03,-0.15433836,30.47918487,0.60854797,Eastern Africa
114.0,Central Mediterranean,4231,"13.41106486','34.16932821",2018-05-06,34.16932821,13.41106486,0.392668045,Mediterranean
12.0,Eastern Mediterranean,4266,"26.05864419','39.45885838",2018-05-14,39.45885838,26.05864419,0.950903408,Mediterranean
2.0,Western Balkans,4298,"15.34339613','45.64607273",2018-05-21,45.64607273,15.34339613,0.702635649,Europe
70.0,Iran to Türkiye,4302,"26.8232329','41.306921",2018-05-22,41.306921,26.8232329,0.928660811,Western Asia
3.0,US-Mexico border crossing,4306,"-99.4918003','27.36266416",2018-05-23,27.36266416,-99.4918003,0.648865789,North America
25.0,Sahara Desert crossing,4307,"14.053676','31.7975831",2018-05-23,31.7975831,14.053676,0.890687332,Northern Africa
1.0,US-Mexico border crossing,4308,"-98.0664756','27.1572959",2018-05-23,27.1572959,-98.0664756,0.295618438,North America
12.0,Western Mediterranean,4311,"-6.495380874','34.52256837",2018-05-24,34.52256837,-6.495380874,0.637700584,Mediterranean
400.0,Central Mediterranean,4317,"13.67473674','33.83233352",2018-05-25,33.83233352,13.67473674,0.362956148,Mediterranean
80.0,Sahara Desert crossing,4324,"8.294152188','19.87146386",2018-05-26,19.87146386,8.294152188,0.73716007,Western Africa
3.0,Western Mediterranean,4334,"-5.63191552','35.97432145",2018-05-29,35.97432145,-5.63191552,0.723264858,Mediterranean
68.0,Central Mediterranean,4349,"11.53622621','34.87422303",2018-06-02,34.87422303,11.53622621,0.861565002,Mediterranean
41.0,Western Mediterranean,4350,"-4.792843716','35.69860948",2018-06-02,35.69860948,-4.792843716,0.431989997,Mediterranean
5.0,Eastern Mediterranean,4353,"29.87097338','36.15949819",2018-06-02,36.15949819,29.87097338,0.231562587,Mediterranean
39.0,Horn of Africa to Yemen crossing,4373,"48.55070634','13.29406315",2018-06-06,13.29406315,48.55070634,0.168585651,Western Asia
119.0,Central Mediterranean,4383,"13.29522553','33.44274446",2018-06-08,33.44274446,13.29522553,0.465072082,Mediterranean
11.0,Türkiye-Europe land route,4384,"24.60032022','40.98790253",2018-06-08,40.98790253,24.60032022,0.660788304,Europe
229.0,Central Mediterranean,4386,"12.73483664','33.90510191",2018-06-09,33.90510191,12.73483664,0.661492906,Mediterranean
49.0,Western Mediterranean,4395,"-2.740343394','35.50720421",2018-06-10,35.50720421,-2.740343394,0.637121064,Mediterranean
937.0,Central Mediterranean,4402,"13.10870179','34.53671416",2018-06-11,34.53671416,13.10870179,0.645963108,Mediterranean
41.0,Central Mediterranean,4411,"12.5264264','33.30144056",2018-06-12,33.30144056,12.5264264,0.263828842,Mediterranean
11.0,Western Mediterranean,4425,"-5.398903604','36.00866555",2018-06-14,36.00866555,-5.398903604,0.750844526,Mediterranean
4.0,Western Mediterranean,4436,"-2.230208148','36.47522782",2018-06-17,36.47522782,-2.230208148,0.679826147,Mediterranean
523.0,Central Mediterranean,4437,"12.88897523','33.90991971",2018-06-17,33.90991971,12.88897523,0.371430017,Mediterranean
9.0,US-Mexico border crossing,4439,"-99.55968769','28.57339039",2018-06-17,28.57339039,-99.55968769,0.955347039,North America
115.0,Central Mediterranean,4444,"13.37837628','33.90018296",2018-06-18,33.90018296,13.37837628,0.799202065,Mediterranean
5.0,Central Mediterranean,4447,"12.875107','32.953662",2018-06-19,32.953662,12.875107,0.148141849,Mediterranean
60.0,Central Mediterranean,4448,"13.08834147','32.95695106",2018-06-19,32.95695106,13.08834147,0.313106993,Mediterranean
82.0,Central Mediterranean,4454,"13.46412883','33.54689117",2018-06-20,33.54689117,13.46412883,0.195266815,Mediterranean
97.0,Central Mediterranean,4484,"12.53741273','33.25551697",2018-06-24,33.25551697,12.53741273,0.565231006,Mediterranean
17.0,Western Balkans,4494,"22.20490317','41.65955637",2018-06-25,41.65955637,22.20490317,0.643524588,Europe
7.0,Türkiye-Europe land route,4507,"25.6974941','40.87845148",2018-06-27,40.87845148,25.6974941,0.06224535,Europe
1.0,US-Mexico border crossing,4513,"-98.21558253','27.20011906",2018-06-29,27.20011906,-98.21558253,0.770372916,North America
16.0,Central Mediterranean,4514,"13.18859172','33.20147523",2018-06-29,33.20147523,13.18859172,0.844828337,Mediterranean
16.0,Central Mediterranean,4524,"14.44917331','32.97642418",2018-07-01,32.97642418,14.44917331,0.251255387,Mediterranean
125.0,Central Mediterranean,4530,"12.78484416','33.54895947",2018-07-03,33.54895947,12.78484416,0.492057495,Mediterranean
62.0,Darien Gap,4576,"-77.34731163','8.683377435",2018-07-12,8.683377435,-77.34731163,0.615189927,South America
4.0,Western Mediterranean,4578,"-1.303581809','35.98021356",2018-07-12,35.98021356,-1.303581809,0.864099094,Mediterranean
3.0,US-Mexico border crossing,4585,"-99.54943728','27.6222604",2018-07-15,27.6222604,-99.54943728,0.096165735,North America
18.0,Central Mediterranean,4587,"12.49621399','33.06467617",2018-07-15,33.06467617,12.49621399,0.34795883,Mediterranean
90.0,Sahara Desert crossing,4589,"12.19152425','32.87012866",2018-07-16,32.87012866,12.19152425,0.671918166,Northern Africa
164.0,Central Mediterranean,4593,"14.2678989','34.37292383",2018-07-17,34.37292383,14.2678989,0.853052984,Mediterranean
1.0,Central Mediterranean,4594,"14.35578953','34.80704995",2018-07-17,34.80704995,14.35578953,0.248361864,Mediterranean
103.0,Eastern Mediterranean,4597,"34.03825147','35.74454645",2018-07-18,35.74454645,34.03825147,0.254343276,Mediterranean
5.0,Türkiye-Europe land route,4602,"26.50971343','41.32651129",2018-07-19,41.32651129,26.50971343,0.338331831,Western Asia
160.0,Horn of Africa to Yemen crossing,4605,"47.03261942','13.20886215",2018-07-19,13.20886215,47.03261942,0.998170569,Western Asia
10.0,Western Mediterranean,4609,"2.019972304','36.82736503",2018-07-20,36.82736503,2.019972304,0.503928353,Mediterranean
1.0,US-Mexico border crossing,4611,"-98.64676591','27.13573851",2018-07-21,27.13573851,-98.64676591,0.034777734,North America
2.0,US-Mexico border crossing,4621,"-99.40592836','27.59122842",2018-07-22,27.59122842,-99.40592836,0.025600514,North America
32.0,Western Mediterranean,4635,"-4.027877171','35.53564",2018-07-24,35.53564,-4.027877171,0.327753332,Mediterranean
1.0,US-Mexico border crossing,4637,"-98.56500629','26.29603975",2018-07-24,26.29603975,-98.56500629,0.918513169,North America
2.0,US-Mexico border crossing,4643,"-115.2280386','32.69922199",2018-07-25,32.69922199,-115.2280386,0.770386052,North America
10.0,Eastern Mediterranean,4661,"26.5701641','39.25381588",2018-07-29,39.25381588,26.5701641,0.220662154,Mediterranean
2.0,Western Mediterranean,4666,"-5.940122119','35.839071",2018-07-30,35.839071,-5.940122119,0.434165465,Mediterranean
1.0,US-Mexico border crossing,4671,"-106.2268486','31.58363647",2018-07-30,31.58363647,-106.2268486,0.07134039,North America
15.0,Afghanistan to Iran,4690,"61.44204987','28.00839052",2018-08-02,28.00839052,61.44204987,0.176288145,Southern Asia
4.0,Eastern Mediterranean,4723,"27.19784361','37.84381625",2018-08-09,37.84381625,27.19784361,0.63967539,Mediterranean
66.0,Western Mediterranean,4727,"-2.213042011','36.6891623",2018-08-10,36.6891623,-2.213042011,0.822844376,Mediterranean
3.0,Western Mediterranean,4728,"-5.167400567','35.86108601",2018-08-10,35.86108601,-5.167400567,0.080883517,Mediterranean
79.0,Western Africa / Atlantic route to the Canary Islands,4730,"-16.68275592','13.5328522",2018-08-10,13.5328522,-16.68275592,0.043446308,Western Africa
10.0,Western Balkans,4740,"15.022501','45.153628",2018-08-13,45.153628,15.022501,0.435945147,Europe
24.0,Dominican Republic to Puerto Rico,4750,"-67.3450463','18.34112905",2018-08-15,18.34112905,-67.3450463,0.752378377,Caribbean
14.0,Central Mediterranean,4759,"11.21761537','34.96861765",2018-08-17,34.96861765,11.21761537,0.102093559,Mediterranean
1.0,Central Mediterranean,4775,"10.73305808','33.71569246",2018-08-20,33.71569246,10.73305808,0.471622741,Mediterranean
100.0,Central Mediterranean,4785,"14.21062108','34.880926",2018-08-22,34.880926,14.21062108,0.671414586,Mediterranean
326.0,Horn of Africa to Yemen crossing,4817,"48.99384533','13.92881241",2018-08-29,13.92881241,48.99384533,0.866867763,Western Asia
55.0,Central Mediterranean,4827,"14.34892307','32.7249214",2018-09-01,32.7249214,14.34892307,0.662912075,Mediterranean
30.0,Western Mediterranean,4830,"-3.354317616','35.87661903",2018-09-03,35.87661903,-3.354317616,0.867833011,Mediterranean
53.0,Western Mediterranean,4834,"-3.107125233','35.61357487",2018-09-05,35.61357487,-3.107125233,0.354027139,Mediterranean
52.0,Western Mediterranean,4835,"-3.880978481','35.61380572",2018-09-05,35.61380572,-3.880978481,0.48140319,Mediterranean
16.0,Eastern Mediterranean,4903,"27.43114081','37.0065157",2018-09-17,37.0065157,27.43114081,0.649166936,Mediterranean
38.0,Eastern Mediterranean,4937,"35.48656828','34.52140759",2018-09-22,34.52140759,35.48656828,0.212774824,Mediterranean
16.0,Eastern Mediterranean,4941,"27.28634951','36.94148084",2018-09-23,36.94148084,27.28634951,0.330639706,Mediterranean
2.0,English Channel to the UK,4942,"1.850203958','50.97099851",2018-09-23,50.97099851,1.850203958,0.750421539,Europe
5.0,Western Balkans,4999,"26.06331147','41.74359982",2018-10-03,41.74359982,26.06331147,0.594430295,Europe
31.0,Eastern Mediterranean,5097,"27.4414405','37.01378076",2018-10-22,37.01378076,27.4414405,0.760693345,Mediterranean
12.0,Eastern Mediterranean,5127,"27.23974816','36.95154021",2018-10-27,36.95154021,27.23974816,0.738450286,Mediterranean
27.0,Western Balkans,5183,"23.01685516','40.73995457",2018-11-10,40.73995457,23.01685516,0.383524621,Europe
9.0,Western Balkans,5193,"23.1915625','40.7068125",2018-11-12,40.7068125,23.1915625,0.097374988,Europe
10.0,Eastern Mediterranean,5214,"27.40616408','36.95735552",2018-11-19,36.95735552,27.40616408,0.894885737,Mediterranean
5.0,Western Balkans,5241,"14.234048','45.565971",2018-11-27,45.565971,14.234048,0.966645669,Europe
8.0,Türkiye-Europe land route,5242,"24.386152','40.954982",2018-11-28,40.954982,24.386152,0.551514478,Europe
6.0,Türkiye-Europe land route,5301,"24.630244','40.989655",2018-12-13,40.989655,24.630244,0.5526014,Europe
11.0,Horn of Africa to Yemen crossing,5347,"49.1878994','11.2755407",2018-12-27,11.2755407,49.1878994,0.062626777,Eastern Africa
1.0,Eastern Mediterranean,5348,"34.49283577','34.86902445",2018-12-28,34.86902445,34.49283577,0.97708401,Mediterranean
67.0,Western Mediterranean,5364,"-3.811126193','35.886028765",2019-01-02,35.886028765,-3.811126193,0.243502588,Mediterranean
51.0,Central Mediterranean,5381,"17.298136518','39.277658582",2019-01-09,39.277658582,17.298136518,0.325837012,Mediterranean
6.0,Western Mediterranean,5388,"-2.901902412','35.261606843",2019-01-11,35.261606843,-2.901902412,0.168148737,Mediterranean
1.0,Sahara Desert crossing,5391,"11.400239','22.447348",2019-01-12,22.447348,11.400239,0.635876808,Western Africa
3.0,Sahara Desert crossing,5395,"23.248192','22.952903",2019-01-13,22.952903,23.248192,0.749645852,Northern Africa
40.0,Eastern Mediterranean,5398,"27.167936354','37.8573596",2019-01-14,37.8573596,27.167936354,0.063394615,Mediterranean
3.0,Central Mediterranean,5419,"14.107902221','34.177488405",2019-01-18,34.177488405,14.107902221,0.951603984,Mediterranean
53.0,Eastern Mediterranean,5420,"27.104012036','37.283283323",2019-01-18,37.283283323,27.104012036,0.966562457,Mediterranean
1.0,Sahara Desert crossing,5421,"14.609129','24.932986",2019-01-18,24.932986,14.609129,0.579520836,Northern Africa
1.0,Sahara Desert crossing,5422,"-3.005595','16.795475",2019-01-18,16.795475,-3.005595,0.065811847,Western Africa
1.0,Sahara Desert crossing,5424,"7.997846','16.986851",2019-01-19,16.986851,7.997846,0.183021826,Western Africa
2.0,Sahara Desert crossing,5425,"5.405024','22.115985",2019-01-19,22.115985,5.405024,0.530132596,Northern Africa
141.0,Central Mediterranean,5428,"13.179283824','32.980238101",2019-01-20,32.980238101,13.179283824,0.112215449,Mediterranean
1.0,Sahara Desert crossing,5431,"14.444401','27.051908",2019-01-20,27.051908,14.444401,0.939280515,Northern Africa
1.0,Sahara Desert crossing,5433,"13.195473','25.79453",2019-01-20,25.79453,13.195473,0.371436067,Northern Africa
1.0,Sahara Desert crossing,5435,"7.981361','17.012219",2019-01-21,17.012219,7.981361,0.466093511,Western Africa
106.0,Central Mediterranean,5442,"14.273579121','32.638272651",2019-01-21,32.638272651,14.273579121,0.405349134,Mediterranean
2.0,Western Mediterranean,5444,"-1.389655988','35.398647117",2019-01-21,35.398647117,-1.389655988,0.903184029,Mediterranean
1.0,Sahara Desert crossing,5462,"15.15121','26.465801",2019-01-24,26.465801,15.15121,0.613694998,Northern Africa
2.0,Sahara Desert crossing,5470,"23.011175','22.853045",2019-01-25,22.853045,23.011175,0.445113727,Northern Africa
8.0,Darien Gap,5478,"-77.33068918','8.641338758",2019-01-28,8.641338758,-77.33068918,0.330429131,South America
16.0,Horn of Africa to Yemen crossing,5481,"43.332109916','11.903581356",2019-01-29,11.903581356,43.332109916,0.02840094,Eastern Africa
1.0,Sahara Desert crossing,5485,"-0.864079','14.219108",2019-01-30,14.219108,-0.864079,0.28893718,Western Africa
1.0,Sahara Desert crossing,5493,"7.981361','17.012219",2019-02-02,17.012219,7.981361,0.865677408,Western Africa
1.0,Sahara Desert crossing,5494,"-0.019296','16.230954",2019-02-02,16.230954,-0.019296,0.659809252,Western Africa
1.0,Sahara Desert crossing,5500,"2.160966','13.561406",2019-02-04,13.561406,2.160966,0.744180844,Western Africa
1.0,Western Balkans,5504,"18.3691935','43.8453737",2019-02-05,43.8453737,18.3691935,0.305526999,Europe
42.0,Western Mediterranean,5508,"-5.87896776','35.866177999",2019-02-06,35.866177999,-5.87896776,0.871060157,Mediterranean
2.0,Sahara Desert crossing,5516,"5.543735','20.050684",2019-02-08,20.050684,5.543735,0.888639753,Northern Africa
1.0,Sahara Desert crossing,5518,"-2.786168','15.843984",2019-02-08,15.843984,-2.786168,0.645351203,Western Africa
13.0,Western Mediterranean,5522,"-0.543309023','35.850585779",2019-02-09,35.850585779,-0.543309023,0.110207672,Mediterranean
2.0,Sahara Desert crossing,5528,"10.345973083','30.78197416",2019-02-10,30.78197416,10.345973083,0.289657867,Northern Africa
1.0,Sahara Desert crossing,5530,"-0.468035','14.67917",2019-02-11,14.67917,-0.468035,0.984997689,Western Africa
9.0,Western Mediterranean,5531,"-5.81271291','35.876466418",2019-02-11,35.876466418,-5.81271291,0.429713888,Mediterranean
1.0,US-Mexico border crossing,5537,"-98.270738236','26.094483422",2019-02-13,26.094483422,-98.270738236,0.259746784,Central America
51.0,Eastern Mediterranean,5539,"26.393699501','39.417612221",2019-02-13,39.417612221,26.393699501,0.36140788,Mediterranean
2.0,US-Mexico border crossing,5561,"-116.99953746','32.542375795",2019-02-19,32.542375795,-116.99953746,0.585533743,Central America
9.0,Eastern Mediterranean,5623,"27.098161932','37.765329835",2019-03-07,37.765329835,27.098161932,0.56597707,Mediterranean
1.0,Western Balkans,5626,"19.2209294','45.1224366",2019-03-08,45.1224366,19.2209294,0.061169969,Europe
52.0,Western Mediterranean,5676,"-2.799562392','35.267895221",2019-03-18,35.267895221,-2.799562392,0.99212953,Mediterranean
15.0,Central Mediterranean,5677,"12.530851413','32.816243467",2019-03-19,32.816243467,12.530851413,0.096514072,Mediterranean
11.0,Eastern Mediterranean,5724,"26.378816196','39.441975592",2019-03-26,39.441975592,26.378816196,0.055058639,Mediterranean
36.0,Eastern Mediterranean,5733,"26.172509474','38.362368697",2019-03-28,38.362368697,26.172509474,0.128161,Mediterranean
14.0,Western Balkans,5736,"22.22212315','41.420003177",2019-03-31,41.420003177,22.22212315,0.869366077,Europe
12.0,Western Mediterranean,5741,"-5.77366968','35.980298765",2019-04-01,35.980298765,-5.77366968,0.530317149,Mediterranean
18.0,Afghanistan to Iran,5746,"62.38923041','27.346667453",2019-04-03,27.346667453,62.38923041,0.76480124,Southern Asia
11.0,US-Mexico border crossing,5747,"-99.480615395','27.425562771",2019-04-05,27.425562771,-99.480615395,0.240611182,North America
3.0,Syria to Türkiye,5749,"36.687511302','36.239751185",2019-04-05,36.239751185,36.687511302,0.316627935,Western Asia
9.0,US-Mexico border crossing,5752,"-106.799261943','31.813108233",2019-04-06,31.813108233,-106.799261943,0.626386743,North America
41.0,Eastern Mediterranean,5758,"26.81809301','39.081226158",2019-04-07,39.081226158,26.81809301,0.753248486,Mediterranean
1.0,US-Mexico border crossing,5763,"-115.449979362','32.679779166",2019-04-08,32.679779166,-115.449979362,0.183104143,North America
19.0,Central Mediterranean,5769,"12.252819237','33.396503389",2019-04-10,33.396503389,12.252819237,0.626720477,Mediterranean
6.0,US-Mexico border crossing,5783,"-99.5372','27.59712",2019-04-13,27.59712,-99.5372,0.918711405,Central America
51.0,Eastern Mediterranean,5784,"26.697766508','37.831638332",2019-04-14,37.831638332,26.697766508,0.460297575,Mediterranean
2.0,US-Mexico border crossing,5802,"-100.917525824','29.320788246",2019-04-17,29.320788246,-100.917525824,0.690896838,Central America
3.0,US-Mexico border crossing,5837,"-97.154688461','26.068308626",2019-04-22,26.068308626,-97.154688461,0.86285539,North America
9.0,Western Mediterranean,5838,"-5.294925268','35.856516687",2019-04-22,35.856516687,-5.294925268,0.99294496,Mediterranean
12.0,Darien Gap,5851,"-77.8931022','8.5637872",2019-04-23,8.5637872,-77.8931022,0.816341077,Central America
4.0,US-Mexico border crossing,5860,"-116.971303002','32.631914997",2019-04-25,32.631914997,-116.971303002,0.738076408,North America
5.0,US-Mexico border crossing,5893,"-100.939984374','29.333146234",2019-05-01,29.333146234,-100.939984374,0.738828942,North America
